"wave","include_random_effects","length","measure","pearson_cor_value","pearson_cor_df","pearson_cor_p","pearson_cor_95_conf_lower","pearson_cor_95_conf_upper"
1,TRUE,21,"musical_training",0.446342923381904,69,9.56233596971843e-05,0.237802376071282,0.615547554248166
1,TRUE,22,"musical_training",0.432920641879658,69,0.000162740995003436,0.222043773534513,0.60510732456023
1,TRUE,23,"musical_training",0.439675605339598,69,0.000124875749503052,0.229960778970801,0.610368938539915
1,TRUE,24,"musical_training",0.415371403913725,69,0.000315708696597858,0.201604719421219,0.591367111604793
1,TRUE,25,"musical_training",0.418461348556948,69,0.000281673047025365,0.205190028736018,0.593793825606568
1,TRUE,1,"singing_abilities",0.199290177588859,69,0.0956732289187058,-0.0356721376079188,0.413374027315619
1,TRUE,2,"singing_abilities",0.129436564382397,69,0.282004979037712,-0.107101422052341,0.352107348834535
1,TRUE,3,"singing_abilities",0.113664642050704,69,0.345262368059495,-0.122898152599649,0.338005028502194
1,TRUE,4,"singing_abilities",0.152847531431029,69,0.203178451617827,-0.0834313564545501,0.372855283445576
1,TRUE,5,"singing_abilities",0.171251463677347,69,0.15330620756024,-0.0646346580526508,0.389012736181837
1,TRUE,6,"singing_abilities",0.104892682020851,69,0.383995426372259,-0.131632339496644,0.330117820848756
1,TRUE,7,"singing_abilities",0.116014139358039,69,0.335317086855459,-0.120552533715509,0.340112215299169
1,TRUE,8,"singing_abilities",0.161193640337663,69,0.17929342724296,-0.0749279136420095,0.380199193604434
1,TRUE,9,"singing_abilities",0.164397985313556,69,0.170688291124998,-0.0716540143938659,0.383011444193749
1,TRUE,10,"singing_abilities",0.153411202471812,69,0.201497314590007,-0.0828581409969442,0.373352138432428
1,TRUE,11,"singing_abilities",0.19400527404338,69,0.104986638389629,-0.0411615190796563,0.408805586356468
1,TRUE,12,"singing_abilities",0.184011798599223,69,0.124504240384511,-0.0515029918612246,0.400137379011776
1,TRUE,13,"singing_abilities",0.210524342064296,69,0.0780303605936691,-0.0239560185737237,0.423049526874308
1,TRUE,14,"singing_abilities",0.220384637228134,69,0.0647746598288248,-0.0136193573308686,0.431502022204274
1,TRUE,15,"singing_abilities",0.211093340857914,69,0.0772108785727894,-0.0233608905511921,0.423538294772405
1,TRUE,16,"singing_abilities",0.169025717430293,69,0.158800462185613,-0.0669168373576103,0.387065771729288
1,TRUE,17,"singing_abilities",0.163937495026565,69,0.171905945189006,-0.0721248133519756,0.382607550223357
1,TRUE,18,"singing_abilities",0.144577093661179,69,0.229000756945072,-0.0918238948941789,0.365550666377788
1,TRUE,19,"singing_abilities",0.155098485143916,69,0.196524387667753,-0.0811413533202438,0.374838661363611
1,TRUE,20,"singing_abilities",0.164652113215177,69,0.170019023942917,-0.0713941524622887,0.383234302852307
1,TRUE,21,"singing_abilities",0.164882201541514,69,0.169414728198958,-0.0711588448815761,0.383436057941988
1,TRUE,22,"singing_abilities",0.155919168932717,69,0.194137630193562,-0.0803058114427174,0.375561288652388
1,TRUE,23,"singing_abilities",0.166021962223068,69,0.166444518596827,-0.0699928426813558,0.384435160207897
1,TRUE,24,"singing_abilities",0.149888001215636,69,0.212169180138023,-0.0864384357159777,0.370244496157115
1,TRUE,25,"singing_abilities",0.157262625816127,69,0.190275551745132,-0.0789373150152389,0.376743651211395
1,TRUE,1,"emotions",0.226059861920955,69,0.0580100123708702,-0.00764718959436555,0.436350219293107
1,TRUE,2,"emotions",0.185448383844127,69,0.121539588020079,-0.050019483205806,0.401385838339729
1,TRUE,3,"emotions",0.121812594578972,69,0.311553847540922,-0.11475232402171,0.345303046331881
1,TRUE,4,"emotions",0.188625323640512,69,0.115175416786001,-0.046735080773382,0.404143900190226
1,TRUE,5,"emotions",0.133391698238412,69,0.267433418648881,-0.103121249691953,0.355628010765644
1,TRUE,6,"emotions",0.0932826822737289,69,0.439077801235496,-0.143136152234454,0.319630240111851
1,TRUE,7,"emotions",0.175593793000607,69,0.142996179590805,-0.0601751162597279,0.392805583452914
1,TRUE,8,"emotions",0.253124366925597,69,0.033186241554788,0.0210645998483347,0.459303969393012
1,TRUE,9,"emotions",0.357149175245442,69,0.00223194909624283,0.135102776864939,0.545038031629019
1,TRUE,10,"emotions",0.331373402735479,69,0.00475959506436143,0.106286768022756,0.524154416962697
1,TRUE,11,"emotions",0.357661302112807,69,0.00219720857724176,0.13567913983048,0.545450609699251
1,TRUE,12,"emotions",0.348976529647215,69,0.00285704851882298,0.125925324110127,0.538441673940117
1,TRUE,13,"emotions",0.360303258046032,69,0.00202557246767145,0.138654865182891,0.547577569345002
1,TRUE,14,"emotions",0.378982797251778,69,0.00111735937742863,0.159809078546965,0.562547177725655
1,TRUE,15,"emotions",0.386305546278831,69,0.000876380959696698,0.168157240157914,0.5683829035649
1,TRUE,16,"emotions",0.356400715888899,69,0.00228360698685619,0.134260708412706,0.544434896386115
1,TRUE,17,"emotions",0.368159617644124,69,0.00158394973795498,0.147527461848872,0.553888223076798
1,TRUE,18,"emotions",0.365739717419441,69,0.0017097130565914,0.144790752654485,0.551946699667418
1,TRUE,19,"emotions",0.365254043591945,69,0.00173601020677325,0.144241902301227,0.551556792633599
1,TRUE,20,"emotions",0.359197496265633,69,0.00209588825632348,0.137408920659954,0.54668764801526
1,TRUE,21,"emotions",0.40016059078397,69,0.000544929370824983,0.184038499649977,0.579374521997946
1,TRUE,22,"emotions",0.385594650470995,69,0.00089751447570204,0.167345423080827,0.567817170435032
1,TRUE,23,"emotions",0.390550589147845,69,0.000759304185095642,0.17301109124265,0.571757542248067
1,TRUE,24,"emotions",0.372409485039791,69,0.00138308701136648,0.152341904766996,0.557293075792041
1,TRUE,25,"emotions",0.37599194336495,69,0.0012319395125634,0.156408405343558,0.560158400819591
